date;from;until;activity;subgroup;program;floor;roomcategory;capacity;area;credits;usercount;totalstudents
20251103;154500;174500;Activerend hoorcollege;GRAD-EMS-MRT/DAG/1A;GRAD-EMS-MRT;1;laptoplokaal;90;142.48;3;5;20
20251103;154500;174500;Activerend hoorcollege;GRAD-EMS-OHT/DAG/1A;GRAD-EMS-OHT;1;laptoplokaal;90;142.48;3;7;17
20251103;154500;174500;Activerend hoorcollege;GRAD-EMS-OHT/DAG/1B;GRAD-EMS-OHT;1;laptoplokaal;90;142.48;3;4;21
20251103;154500;174500;Activerend hoorcollege;GRAD-EMS-MRT/DAG/1B;GRAD-EMS-MRT;1;laptoplokaal;90;142.48;3;2;21
20251103;154500;174500;Activerend hoorcollege;GRAD-EMS-OHT/DAG/1C;GRAD-EMS-OHT;1;laptoplokaal;90;142.48;3;1;21
20251117;154500;174500;Activerend hoorcollege;GRAD-EMS-MRT/DAG/1A;GRAD-EMS-MRT;1;laptoplokaal;90;142.48;3;8;20
20251117;154500;174500;Activerend hoorcollege;GRAD-EMS-OHT/DAG/1A;GRAD-EMS-OHT;1;laptoplokaal;90;142.48;3;7;17
20251117;154500;174500;Activerend hoorcollege;GRAD-EMS-OHT/DAG/1B;GRAD-EMS-OHT;1;laptoplokaal;90;142.48;3;5;21
20251117;154500;174500;Activerend hoorcollege;GRAD-EMS-MRT/DAG/1B;GRAD-EMS-MRT;1;laptoplokaal;90;142.48;3;7;21
20251117;154500;174500;Activerend hoorcollege;GRAD-EMS-OHT/DAG/1C;GRAD-EMS-OHT;1;laptoplokaal;90;142.48;3;2;21
20251006;180000;200000;Activerend hoorcollege;GRAD-EMS/AVOND/1A;GRAD-EMS;2;leslokaal;76;94.26;3;0;7
20251006;180000;200000;Activerend hoorcollege;GRAD-EMS/AVOND/1B;GRAD-EMS;2;leslokaal;76;94.26;3;0;5
20251117;180000;200000;Activerend hoorcollege;GRAD-EMS/AVOND/1A;GRAD-EMS;1;laptoplokaal;90;142.48;3;2;7
20251117;180000;200000;Activerend hoorcollege;GRAD-EMS/AVOND/1B;GRAD-EMS;1;laptoplokaal;90;142.48;3;1;5
20251103;180000;200000;Activerend hoorcollege;GRAD-EMS/AVOND/1A;GRAD-EMS;1;laptoplokaal;90;142.48;3;1;7
20251103;180000;200000;Activerend hoorcollege;GRAD-EMS/AVOND/1B;GRAD-EMS;1;laptoplokaal;90;142.48;3;0;5
20251008;133000;153000;Activerend hoorcollege;GRAD-EMS-MRT/DAG/1A;GRAD-EMS-MRT;1;auditorium;107;127.64;6;9;21
20251008;133000;153000;Activerend hoorcollege;GRAD-EMS-OHT/DAG/1A;GRAD-EMS-OHT;1;auditorium;107;127.64;6;9;19
20251008;133000;153000;Activerend hoorcollege;GRAD-EMS-OHT/DAG/1B;GRAD-EMS-OHT;1;auditorium;107;127.64;6;14;23
20251008;133000;153000;Activerend hoorcollege;GRAD-EMS-MRT/DAG/1B;GRAD-EMS-MRT;1;auditorium;107;127.64;6;10;19
20251008;133000;153000;Activerend hoorcollege;GRAD-EMS-OHT/DAG/1C;GRAD-EMS-OHT;1;auditorium;107;127.64;6;7;22
20251105;103000;123000;Activerend hoorcollege;GRAD-EMS-MRT/DAG/1A;GRAD-EMS-MRT;3;auditorium;101;118.11;6;0;21
20251105;103000;123000;Activerend hoorcollege;GRAD-EMS-OHT/DAG/1A;GRAD-EMS-OHT;3;auditorium;101;118.11;6;0;19
20251105;103000;123000;Activerend hoorcollege;GRAD-EMS-OHT/DAG/1B;GRAD-EMS-OHT;3;auditorium;101;118.11;6;0;23
20251105;103000;123000;Activerend hoorcollege;GRAD-EMS-MRT/DAG/1B;GRAD-EMS-MRT;3;auditorium;101;118.11;6;0;19
20251105;103000;123000;Activerend hoorcollege;GRAD-EMS-OHT/DAG/1C;GRAD-EMS-OHT;3;auditorium;101;118.11;6;0;22
20251008;154500;174500;Activerend hoorcollege;GRAD-EMS-MRT/DAG/1A;GRAD-EMS-MRT;0;auditorium;107;110.25;4;7;22
20251008;154500;174500;Activerend hoorcollege;GRAD-EMS-OHT/DAG/1A;GRAD-EMS-OHT;0;auditorium;107;110.25;4;9;21
20251008;154500;174500;Activerend hoorcollege;GRAD-EMS-OHT/DAG/1B;GRAD-EMS-OHT;0;auditorium;107;110.25;4;12;23
20251008;154500;174500;Activerend hoorcollege;GRAD-EMS-MRT/DAG/1B;GRAD-EMS-MRT;0;auditorium;107;110.25;4;11;23
20251008;154500;174500;Activerend hoorcollege;GRAD-EMS-OHT/DAG/1C;GRAD-EMS-OHT;0;auditorium;107;110.25;4;6;22
20251105;81500;101500;Activerend hoorcollege;GRAD-EMS-MRT/DAG/1A;GRAD-EMS-MRT;3;auditorium;101;118.11;6;1;21
20251105;81500;101500;Activerend hoorcollege;GRAD-EMS-OHT/DAG/1A;GRAD-EMS-OHT;3;auditorium;101;118.11;6;2;19
20251105;81500;101500;Activerend hoorcollege;GRAD-EMS-OHT/DAG/1B;GRAD-EMS-OHT;3;auditorium;101;118.11;6;0;23
20251105;81500;101500;Activerend hoorcollege;GRAD-EMS-MRT/DAG/1B;GRAD-EMS-MRT;3;auditorium;101;118.11;6;0;22
20251105;81500;101500;Activerend hoorcollege;GRAD-EMS-OHT/DAG/1C;GRAD-EMS-OHT;3;auditorium;101;118.11;6;0;22
20251104;81500;101500;Activerend hoorcollege;PBA-HOUT/1A;PBA-HOUT;2;auditorium;107;128.35;4;7;17
20251104;81500;101500;Activerend hoorcollege;PBA-HOUT/1C;PBA-HOUT;2;auditorium;107;128.35;4;7;13
20251104;81500;101500;Activerend hoorcollege;PBA-HOUT/1D;PBA-HOUT;2;auditorium;107;128.35;4;4;14
20251104;81500;101500;Activerend hoorcollege;PBA-HOUT/1E1;PBA-HOUT;2;auditorium;107;128.35;4;2;7
20251104;81500;101500;Activerend hoorcollege;PBA-HOUT/1F;PBA-HOUT;2;auditorium;107;128.35;4;9;17
20251104;81500;101500;Activerend hoorcollege;PBA-HOUT/1B2;PBA-HOUT;2;auditorium;107;128.35;4;3;8
20251104;81500;101500;Activerend hoorcollege;PBA-HOUT/1B1;PBA-HOUT;2;auditorium;107;128.35;4;5;7
20251104;81500;101500;Activerend hoorcollege;PBA-HOUT/1E2;PBA-HOUT;2;auditorium;107;128.35;4;3;7
20251007;103000;123000;Oefensessie;PBA-HOUT/1A;PBA-HOUT;2;auditorium;101;125.08;4;10;17
20251007;103000;123000;Oefensessie;PBA-HOUT/1B2;PBA-HOUT;2;auditorium;101;125.08;4;4;8
20251007;103000;123000;Oefensessie;PBA-HOUT/1B1;PBA-HOUT;2;auditorium;101;125.08;4;3;7
20251021;103000;123000;Oefensessie;PBA-HOUT/1A;PBA-HOUT;4;leslokaal;54;70.33;4;9;17
20251021;103000;123000;Oefensessie;PBA-HOUT/1B2;PBA-HOUT;4;leslokaal;54;70.33;4;2;8
20251021;103000;123000;Oefensessie;PBA-HOUT/1B1;PBA-HOUT;4;leslokaal;54;70.33;4;5;7
20251104;103000;123000;Oefensessie;PBA-HOUT/1A;PBA-HOUT;4;leslokaal;54;70.33;4;2;17
20251104;103000;123000;Oefensessie;PBA-HOUT/1B2;PBA-HOUT;4;leslokaal;54;70.33;4;3;8
20251104;103000;123000;Oefensessie;PBA-HOUT/1B1;PBA-HOUT;4;leslokaal;54;70.33;4;5;7
20251118;103000;123000;Oefensessie;PBA-HOUT/1A;PBA-HOUT;4;leslokaal;54;70.33;4;8;17
20251118;103000;123000;Oefensessie;PBA-HOUT/1B2;PBA-HOUT;4;leslokaal;54;70.33;4;6;8
20251118;103000;123000;Oefensessie;PBA-HOUT/1B1;PBA-HOUT;4;leslokaal;54;70.33;4;7;7
20251202;103000;123000;Oefensessie;PBA-HOUT/1A;PBA-HOUT;4;leslokaal;54;70.33;4;8;17
20251202;103000;123000;Oefensessie;PBA-HOUT/1B2;PBA-HOUT;4;leslokaal;54;70.33;4;4;8
20251202;103000;123000;Oefensessie;PBA-HOUT/1B1;PBA-HOUT;4;leslokaal;54;70.33;4;4;7
20250925;81500;101500;Oefensessie;PBA-HOUT/1C;PBA-HOUT;1;leslokaal;45;73.75;4;8;13
20250925;81500;101500;Oefensessie;PBA-HOUT/1D;PBA-HOUT;1;leslokaal;45;73.75;4;10;14
20251120;103000;123000;Oefensessie;PBA-HOUT/3A;PBA-HOUT;2;laptoplokaal;33;107.88;3;9;9
20251027;81500;101500;Activerend hoorcollege;PBA-HOUT/2A;PBA-HOUT;3;auditorium;101;118.11;4;2;13
20251027;81500;101500;Activerend hoorcollege;PBA-HOUT/2B;PBA-HOUT;3;auditorium;101;118.11;4;0;8
20251027;81500;101500;Activerend hoorcollege;PBA-HOUT/2C;PBA-HOUT;3;auditorium;101;118.11;4;1;14
20251027;81500;101500;Activerend hoorcollege;PBA-HOUT/2D;PBA-HOUT;3;auditorium;101;118.11;4;0;9
20251208;81500;101500;Activerend hoorcollege;PBA-HOUT/2A;PBA-HOUT;3;auditorium;101;118.11;4;1;13
20251208;81500;101500;Activerend hoorcollege;PBA-HOUT/2B;PBA-HOUT;3;auditorium;101;118.11;4;2;8
20251208;81500;101500;Activerend hoorcollege;PBA-HOUT/2C;PBA-HOUT;3;auditorium;101;118.11;4;1;14
20251208;81500;101500;Activerend hoorcollege;PBA-HOUT/2D;PBA-HOUT;3;auditorium;101;118.11;4;1;9
20251021;103000;123000;Oefensessie;PBA-HOUT/2D;PBA-HOUT;4;leslokaal;35;52.91;4;0;8
20251021;103000;123000;Oefensessie;PBA-HOUT/VT/1;PBA-HOUT;4;leslokaal;35;52.91;4;0;6
20251021;81500;101500;Oefensessie;PBA-HOUT/2C;PBA-HOUT;4;leslokaal;35;52.91;4;0;11
20251024;103000;123000;Oefensessie;PBA-HOUT/2C;PBA-HOUT;1;leslokaal;26;58.05;4;13;14
20251024;81500;101500;Oefensessie;PBA-HOUT/2D;PBA-HOUT;1;leslokaal;26;58.05;4;0;9
20251031;103000;123000;Oefensessie;PBA-HOUT/2C;PBA-HOUT;2;laptoplokaal;25;54.25;4;9;14
20251031;81500;101500;Oefensessie;PBA-HOUT/2D;PBA-HOUT;2;laptoplokaal;25;54.25;4;5;9
20251121;103000;123000;Oefensessie;PBA-HOUT/2C;PBA-HOUT;1;laptoplokaal;32;47.00;4;8;14
20251121;81500;101500;Oefensessie;PBA-HOUT/2D;PBA-HOUT;1;laptoplokaal;32;47.00;4;7;9
20251128;103000;123000;Oefensessie;PBA-HOUT/2C;PBA-HOUT;1;laptoplokaal;32;47.00;4;7;14
20251128;81500;101500;Oefensessie;PBA-HOUT/2D;PBA-HOUT;1;laptoplokaal;32;47.00;4;4;9
20251205;103000;123000;Oefensessie;PBA-HOUT/2C;PBA-HOUT;1;laptoplokaal;32;47.00;4;8;14
20251205;81500;101500;Oefensessie;PBA-HOUT/2D;PBA-HOUT;1;laptoplokaal;32;47.00;4;3;9
20251212;103000;123000;Oefensessie;PBA-HOUT/2C;PBA-HOUT;2;laptoplokaal;24;56.02;4;2;14
20251212;81500;101500;Oefensessie;PBA-HOUT/2D;PBA-HOUT;2;laptoplokaal;24;56.02;4;2;9
20250930;83000;123000;Activerend hoorcollege;GRAD-WERF-WEG/2A;GRAD-WERF-WEG;1;leslokaal;45;73.75;3;7;14
20250930;83000;123000;Activerend hoorcollege;GRAD-WERF-WEG/VT/1;GRAD-WERF-WEG;1;leslokaal;45;73.75;3;1;2
20251007;83000;123000;Activerend hoorcollege;GRAD-WERF-WEG/2A;GRAD-WERF-WEG;1;leslokaal;45;73.75;3;0;14
20251007;83000;123000;Activerend hoorcollege;GRAD-WERF-WEG/VT/1;GRAD-WERF-WEG;1;leslokaal;45;73.75;3;0;2
20251021;83000;123000;Activerend hoorcollege;GRAD-WERF-WEG/2A;GRAD-WERF-WEG;1;leslokaal;45;73.75;3;0;14
20251021;83000;123000;Activerend hoorcollege;GRAD-WERF-WEG/VT/1;GRAD-WERF-WEG;1;leslokaal;45;73.75;3;0;2
20251104;83000;123000;Activerend hoorcollege;GRAD-WERF-WEG/2A;GRAD-WERF-WEG;1;leslokaal;45;73.75;3;6;14
20251104;83000;123000;Activerend hoorcollege;GRAD-WERF-WEG/VT/1;GRAD-WERF-WEG;1;leslokaal;45;73.75;3;1;2
20251125;83000;123000;Activerend hoorcollege;GRAD-WERF-WEG/2A;GRAD-WERF-WEG;1;leslokaal;45;73.75;3;0;14
20251125;83000;123000;Activerend hoorcollege;GRAD-WERF-WEG/VT/1;GRAD-WERF-WEG;1;leslokaal;45;73.75;3;0;2
20251202;83000;123000;Activerend hoorcollege;GRAD-WERF-WEG/2A;GRAD-WERF-WEG;1;leslokaal;45;73.75;3;9;14
20251202;83000;123000;Activerend hoorcollege;GRAD-WERF-WEG/VT/1;GRAD-WERF-WEG;1;leslokaal;45;73.75;3;0;2
20250925;133000;174500;Activerend hoorcollege;GRAD-WERF-WON/1A;GRAD-WERF-WON;2;auditorium;107;128.35;3;8;27
20250925;133000;174500;Activerend hoorcollege;GRAD-WERF-WEG/1A;GRAD-WERF-WEG;2;auditorium;107;128.35;3;7;25
20250925;133000;174500;Activerend hoorcollege;GRAD-WERF-WON/1B;GRAD-WERF-WON;2;auditorium;107;128.35;3;8;22
20250925;133000;174500;Activerend hoorcollege;GRAD-WERF-WON/1C;GRAD-WERF-WON;2;auditorium;107;128.35;3;12;26
20251117;180000;213000;Activerend hoorcollege;GRAD-WERF-WON/2C;GRAD-WERF-WON;3;laptoplokaal;68;168.84;2;7;13
20251117;180000;213000;Activerend hoorcollege;GRAD-WERF-WEG/2A;GRAD-WERF-WEG;3;laptoplokaal;68;168.84;2;9;13
20251117;180000;213000;Activerend hoorcollege;GRAD-WERF-WON/2A;GRAD-WERF-WON;3;laptoplokaal;68;168.84;2;10;11
20251117;180000;213000;Activerend hoorcollege;GRAD-WERF-WON/2B;GRAD-WERF-WON;3;laptoplokaal;68;168.84;2;10;16
20251027;133000;174500;Activerend hoorcollege;GRAD-WERF-WON/2C;GRAD-WERF-WON;1;laptoplokaal;90;142.48;4;5;13
20251027;133000;174500;Activerend hoorcollege;GRAD-WERF-WON/2A;GRAD-WERF-WON;1;laptoplokaal;90;142.48;4;7;13
20251027;133000;174500;Activerend hoorcollege;GRAD-WERF-WON/2B;GRAD-WERF-WON;1;laptoplokaal;90;142.48;4;8;16
20251210;133000;153000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;3;leslokaal;43;70.67;3;23;28
20251118;103000;123000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;0;auditorium;107;110.25;4;26;33
20251014;133000;163000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;4;leslokaal;56;111.62;4;24;33
20251021;133000;163000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;4;leslokaal;56;111.62;4;10;33
20251028;133000;163000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;0;auditorium;107;110.25;4;25;33
20251118;133000;163000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;4;leslokaal;56;111.62;4;25;33
20251125;133000;163000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;4;leslokaal;56;111.62;4;28;33
20251128;133000;174500;Activerend hoorcollege;GRAD-WERF-WON/1A;GRAD-WERF-WON;1;auditorium;153;161.88;3;8;24
20251128;133000;174500;Activerend hoorcollege;GRAD-WERF-WEG/1A;GRAD-WERF-WEG;1;auditorium;153;161.88;3;7;21
20251128;133000;174500;Activerend hoorcollege;GRAD-WERF-WON/1B;GRAD-WERF-WON;1;auditorium;153;161.88;3;10;20
20251128;133000;174500;Activerend hoorcollege;GRAD-WERF-WON/1C;GRAD-WERF-WON;1;auditorium;153;161.88;3;6;26
20251128;133000;174500;Activerend hoorcollege;GRAD-WERF-WON/VT/1;GRAD-WERF-WON;1;auditorium;153;161.88;3;0;1
20251128;133000;174500;Activerend hoorcollege;GRAD-WERF-WEG/VT/1;GRAD-WERF-WEG;1;auditorium;153;161.88;3;1;2
20250929;91500;123000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;4;PC-klas;54;106.13;2;22;33
20251006;91500;123000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;4;PC-klas;54;106.13;2;24;33
20251013;91500;123000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;4;PC-klas;54;106.13;2;0;33
20251020;91500;123000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;4;PC-klas;54;106.13;2;0;33
20251027;91500;123000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;4;PC-klas;54;106.13;2;25;33
20251103;91500;123000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;4;PC-klas;54;106.13;2;1;33
20251117;91500;123000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;4;PC-klas;54;106.13;2;19;33
20250929;133000;153000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;1;auditorium;107;125.11;2;23;33
20251117;133000;154500;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;2;leslokaal;52;73.68;3;16;33
20251201;133000;174500;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;4;leslokaal;50;70.08;3;8;33
20251022;91500;101500;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;4;leslokaal;56;111.62;8;21;33
20251029;91500;101500;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;4;leslokaal;56;111.62;8;0;33
20251203;91500;101500;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;4;leslokaal;56;111.62;8;23;33
20251210;91500;101500;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;4;leslokaal;56;111.62;8;27;33
20251001;103000;123000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;4;leslokaal;56;111.62;8;21;33
20251022;103000;123000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;4;leslokaal;56;111.62;8;22;33
20251029;103000;123000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;4;leslokaal;56;111.62;8;20;33
20251203;103000;123000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;4;leslokaal;56;111.62;8;24;33
20251210;103000;123000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;4;leslokaal;56;111.62;8;28;33
20251007;180000;210000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;3;leslokaal;34;52.58;14;0;33
20251125;164500;184500;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;2;leslokaal;52;73.68;14;22;33
20251120;103000;123000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;0;auditorium;107;110.25;2;25;33
20251127;103000;123000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;0;auditorium;107;110.25;2;9;33
20251127;103000;123000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;0;auditorium;107;110.25;2;9;33
20251127;133000;164500;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;0;auditorium;107;110.25;11;28;33
20251017;91500;101500;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;0;auditorium;107;110.25;4;25;33
20251128;91500;101500;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;0;auditorium;107;110.25;4;22;33
20251003;103000;123000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;4;leslokaal;59;70.14;3;2;33
20251017;103000;123000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;0;auditorium;107;110.25;4;26;33
20251107;103000;123000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;0;auditorium;107;110.25;4;23;33
20251128;103000;123000;Activerend hoorcollege;BNB-IBM/1;BNB-IBM;0;auditorium;107;110.25;4;21;33
20250930;133000;174500;Activerend hoorcollege;GRAD-WERF-WON/1A;GRAD-WERF-WON;2;auditorium;107;128.35;3;1;27
20250930;133000;174500;Activerend hoorcollege;GRAD-WERF-WEG/1A;GRAD-WERF-WEG;2;auditorium;107;128.35;3;2;25
20250930;133000;174500;Activerend hoorcollege;GRAD-WERF-WON/1B;GRAD-WERF-WON;2;auditorium;107;128.35;3;4;22
20250930;133000;174500;Activerend hoorcollege;GRAD-WERF-WON/1C;GRAD-WERF-WON;2;auditorium;107;128.35;3;2;26
20250925;103000;123000;Activerend hoorcollege;PBA-RM-RM/3;PBA-RM-RM;3;leslokaal;60;73.80;3;14;18
20251009;103000;123000;Activerend hoorcollege;PBA-RM-RM/3;PBA-RM-RM;3;leslokaal;60;73.80;3;13;18
20251113;103000;123000;Activerend hoorcollege;PBA-RM-RM/3;PBA-RM-RM;3;leslokaal;60;73.80;3;14;18
20251211;94500;114500;Activerend hoorcollege;PBA-RM-RM/3;PBA-RM-RM;3;leslokaal;60;73.80;3;13;18
20251105;180000;214500;Examen (vaardigheidstest);GRAD-WERF-WON/1A;GRAD-WERF-WON;1;laptoplokaal;90;142.48;4;3;24
20251105;180000;214500;Examen (vaardigheidstest);GRAD-WERF-WEG/1A;GRAD-WERF-WEG;1;laptoplokaal;90;142.48;4;0;22
20251105;180000;214500;Examen (vaardigheidstest);GRAD-WERF-WON/1B;GRAD-WERF-WON;1;laptoplokaal;90;142.48;4;1;23
20251105;180000;214500;Examen (vaardigheidstest);GRAD-WERF-WON/1C;GRAD-WERF-WON;1;laptoplokaal;90;142.48;4;0;24
20251120;180000;214500;Oefensessie;GRAD-WERF-WON/1A;GRAD-WERF-WON;1;laptoplokaal;90;142.48;4;2;24
20251120;180000;214500;Oefensessie;GRAD-WERF-WEG/1A;GRAD-WERF-WEG;1;laptoplokaal;90;142.48;4;7;22
20251120;180000;214500;Oefensessie;GRAD-WERF-WON/1B;GRAD-WERF-WON;1;laptoplokaal;90;142.48;4;5;23
20251120;180000;214500;Oefensessie;GRAD-WERF-WON/1C;GRAD-WERF-WON;1;laptoplokaal;90;142.48;4;7;24
20251126;180000;214500;Oefensessie;GRAD-WERF-WON/1A;GRAD-WERF-WON;1;laptoplokaal;90;142.48;4;4;24
20251126;180000;214500;Oefensessie;GRAD-WERF-WEG/1A;GRAD-WERF-WEG;1;laptoplokaal;90;142.48;4;7;22
20251126;180000;214500;Oefensessie;GRAD-WERF-WON/1B;GRAD-WERF-WON;1;laptoplokaal;90;142.48;4;9;23
20251126;180000;214500;Oefensessie;GRAD-WERF-WON/1C;GRAD-WERF-WON;1;laptoplokaal;90;142.48;4;8;24
20251210;180000;214500;Oefensessie;GRAD-WERF-WON/1A;GRAD-WERF-WON;1;laptoplokaal;90;142.48;4;5;24
20251210;180000;214500;Oefensessie;GRAD-WERF-WEG/1A;GRAD-WERF-WEG;1;laptoplokaal;90;142.48;4;6;22
20251210;180000;214500;Oefensessie;GRAD-WERF-WON/1B;GRAD-WERF-WON;1;laptoplokaal;90;142.48;4;8;23
20251210;180000;214500;Oefensessie;GRAD-WERF-WON/1C;GRAD-WERF-WON;1;laptoplokaal;90;142.48;4;3;24
20251022;180000;214500;Oefensessie;GRAD-WERF-WON/1A;GRAD-WERF-WON;3;laptoplokaal;68;168.84;4;9;24
20251022;180000;214500;Oefensessie;GRAD-WERF-WEG/1A;GRAD-WERF-WEG;3;laptoplokaal;68;168.84;4;7;22
20251022;180000;214500;Oefensessie;GRAD-WERF-WON/1B;GRAD-WERF-WON;3;laptoplokaal;68;168.84;4;14;23
20251022;180000;214500;Oefensessie;GRAD-WERF-WON/1C;GRAD-WERF-WON;3;laptoplokaal;68;168.84;4;10;24
20251124;81500;101500;Oefensessie;PBA-VG-LAM/1C;PBA-VG-LAM;4;laptoplokaal;40;98.00;4;0;26
20251124;81500;101500;Oefensessie;PBA-VG-LAM/1B2;PBA-VG-LAM;4;laptoplokaal;40;98.00;4;0;17
20250930;133000;153000;Activerend hoorcollege;PBA-VG-LAM/1A;PBA-VG-LAM;2;auditorium;107;128.35;6;1;32
20250930;133000;153000;Activerend hoorcollege;PBA-VG-LAM/1C;PBA-VG-LAM;2;auditorium;107;128.35;6;3;29
20250930;133000;153000;Activerend hoorcollege;PBA-VG-LAM/1B2;PBA-VG-LAM;2;auditorium;107;128.35;6;2;19
20250930;133000;153000;Activerend hoorcollege;PBA-VG-LAM/1B1;PBA-VG-LAM;2;auditorium;107;128.35;6;2;19
20250930;133000;153000;Activerend hoorcollege;PBA-VG-LAM/VT/VG/1;PBA-VG-LAM;2;auditorium;107;128.35;6;1;2
20250930;133000;153000;Activerend hoorcollege;PBA-VG-LAM/VT/BKT/1;PBA-VG-LAM;2;auditorium;107;128.35;6;0;5
20251007;133000;153000;Activerend hoorcollege;PBA-VG-LAM/1A;PBA-VG-LAM;2;auditorium;107;128.35;6;9;32
20251007;133000;153000;Activerend hoorcollege;PBA-VG-LAM/1C;PBA-VG-LAM;2;auditorium;107;128.35;6;10;29
20251007;133000;153000;Activerend hoorcollege;PBA-VG-LAM/1B2;PBA-VG-LAM;2;auditorium;107;128.35;6;9;19
20251007;133000;153000;Activerend hoorcollege;PBA-VG-LAM/1B1;PBA-VG-LAM;2;auditorium;107;128.35;6;6;19
20251007;133000;153000;Activerend hoorcollege;PBA-VG-LAM/VT/VG/1;PBA-VG-LAM;2;auditorium;107;128.35;6;1;2
20251007;133000;153000;Activerend hoorcollege;PBA-VG-LAM/VT/BKT/1;PBA-VG-LAM;2;auditorium;107;128.35;6;1;5
20251021;133000;153000;Activerend hoorcollege;PBA-VG-LAM/1A;PBA-VG-LAM;2;auditorium;107;128.35;6;12;32
20251021;133000;153000;Activerend hoorcollege;PBA-VG-LAM/1C;PBA-VG-LAM;2;auditorium;107;128.35;6;14;29
20251021;133000;153000;Activerend hoorcollege;PBA-VG-LAM/1B2;PBA-VG-LAM;2;auditorium;107;128.35;6;12;19
20251021;133000;153000;Activerend hoorcollege;PBA-VG-LAM/1B1;PBA-VG-LAM;2;auditorium;107;128.35;6;8;19
20251021;133000;153000;Activerend hoorcollege;PBA-VG-LAM/VT/VG/1;PBA-VG-LAM;2;auditorium;107;128.35;6;0;2
20251021;133000;153000;Activerend hoorcollege;PBA-VG-LAM/VT/BKT/1;PBA-VG-LAM;2;auditorium;107;128.35;6;1;5
20251104;133000;153000;Activerend hoorcollege;PBA-VG-LAM/1A;PBA-VG-LAM;2;auditorium;107;128.35;6;9;32
20251104;133000;153000;Activerend hoorcollege;PBA-VG-LAM/1C;PBA-VG-LAM;2;auditorium;107;128.35;6;17;29
20251104;133000;153000;Activerend hoorcollege;PBA-VG-LAM/1B2;PBA-VG-LAM;2;auditorium;107;128.35;6;10;19
20251104;133000;153000;Activerend hoorcollege;PBA-VG-LAM/1B1;PBA-VG-LAM;2;auditorium;107;128.35;6;12;19
20251104;133000;153000;Activerend hoorcollege;PBA-VG-LAM/VT/VG/1;PBA-VG-LAM;2;auditorium;107;128.35;6;1;2
20251104;133000;153000;Activerend hoorcollege;PBA-VG-LAM/VT/BKT/1;PBA-VG-LAM;2;auditorium;107;128.35;6;2;5
20251126;154500;174500;Activerend hoorcollege;PBA-VG-LAM/1A;PBA-VG-LAM;2;auditorium;107;128.35;6;9;32
20251126;154500;174500;Activerend hoorcollege;PBA-VG-LAM/1C;PBA-VG-LAM;2;auditorium;107;128.35;6;14;29
20251126;154500;174500;Activerend hoorcollege;PBA-VG-LAM/1B2;PBA-VG-LAM;2;auditorium;107;128.35;6;8;19
20251126;154500;174500;Activerend hoorcollege;PBA-VG-LAM/1B1;PBA-VG-LAM;2;auditorium;107;128.35;6;7;19
20251126;154500;174500;Activerend hoorcollege;PBA-VG-LAM/VT/VG/1;PBA-VG-LAM;2;auditorium;107;128.35;6;1;2
20251126;154500;174500;Activerend hoorcollege;PBA-VG-LAM/VT/BKT/1;PBA-VG-LAM;2;auditorium;107;128.35;6;1;5
20251203;154500;174500;Activerend hoorcollege;PBA-VG-LAM/1A;PBA-VG-LAM;2;auditorium;107;128.35;6;5;32
